UserID,VideoID,GlobalTime,VideoTime,FrameIdx,Pitch,Yaw,Roll,Qx,Qy,Qz,Qw,UI_Active,UI_Type,Phase
13,010,4.5968,0.0,0,0.82,344.16,2.08,-0.0046,0.1379,-0.0189,-0.9903,0,,Free-viewing Phase
13,010,4.6194,0.0,0,0.82,344.25,2.12,-0.0046,0.1372,-0.0193,-0.9904,0,,Free-viewing Phase
13,010,4.6429,0.04,1,0.8,344.31,2.16,-0.0043,0.1366,-0.0196,-0.9904,0,,Free-viewing Phase
13,010,4.6657,0.08,2,0.76,344.36,2.2,-0.004,0.1361,-0.0199,-0.9905,0,,Free-viewing Phase
13,010,4.6885,0.08,2,0.72,344.41,2.23,-0.0036,0.1357,-0.0201,-0.9905,0,,Free-viewing Phase
13,010,4.7107,0.12,3,0.69,344.42,2.26,-0.0033,0.1357,-0.0204,-0.9905,0,,Free-viewing Phase
13,010,4.7337,0.12,3,0.65,344.4,2.3,-0.0029,0.1358,-0.0206,-0.9905,0,,Free-viewing Phase
13,010,4.7565,0.16,4,0.62,344.35,2.33,-0.0026,0.1362,-0.0209,-0.9905,0,,Free-viewing Phase
13,010,4.7785,0.16,4,0.58,344.28,2.34,-0.0022,0.1368,-0.0209,-0.9904,0,,Free-viewing Phase
13,010,4.8012,0.2,5,0.55,344.19,2.34,-0.002,0.1376,-0.0209,-0.9903,0,,Free-viewing Phase
13,010,4.8229,0.2,5,0.53,344.07,2.35,-0.0018,0.1386,-0.0209,-0.9901,0,,Free-viewing Phase
13,010,4.8456,0.24,6,0.54,343.96,2.33,-0.0018,0.1396,-0.0208,-0.99,0,,Free-viewing Phase
13,010,4.8678,0.28,7,0.57,343.85,2.3,-0.0021,0.1405,-0.0206,-0.9899,0,,Free-viewing Phase
13,010,4.8897,0.28,7,0.61,343.74,2.31,-0.0024,0.1415,-0.0207,-0.9897,0,,Free-viewing Phase
13,010,4.9122,0.32,8,0.67,343.64,2.29,-0.003,0.1424,-0.0206,-0.9896,0,,Free-viewing Phase
13,010,4.9346,0.32,8,0.75,343.53,2.28,-0.0036,0.1433,-0.0206,-0.9895,0,,Free-viewing Phase
13,010,4.9574,0.36,9,0.82,343.43,2.27,-0.0042,0.1442,-0.0207,-0.9893,0,,Free-viewing Phase
13,010,4.979,0.36,9,0.9,343.32,2.27,-0.0049,0.1452,-0.0208,-0.9892,0,,Free-viewing Phase
13,010,5.0016,0.4,10,0.97,343.19,2.26,-0.0055,0.1463,-0.0208,-0.989,0,,Free-viewing Phase
13,010,5.0236,0.4,10,1.04,343.06,2.27,-0.0061,0.1474,-0.0209,-0.9888,0,,Free-viewing Phase
13,010,5.0462,0.44,11,1.13,342.93,2.26,-0.0068,0.1486,-0.021,-0.9887,0,,Free-viewing Phase
13,010,5.0681,0.48,12,1.22,342.8,2.25,-0.0076,0.1497,-0.021,-0.9885,0,,Free-viewing Phase
13,010,5.0901,0.48,12,1.29,342.64,2.24,-0.0082,0.1511,-0.021,-0.9883,0,,Free-viewing Phase
13,010,5.1125,0.52,13,1.36,342.49,2.23,-0.0088,0.1524,-0.021,-0.9881,0,,Free-viewing Phase
13,010,5.1349,0.52,13,1.41,342.36,2.2,-0.0093,0.1535,-0.0209,-0.9879,0,,Free-viewing Phase
13,010,5.1576,0.56,14,1.43,342.27,2.22,-0.0094,0.1543,-0.0211,-0.9878,0,,Free-viewing Phase
13,010,5.1794,0.56,14,1.43,342.19,2.25,-0.0093,0.155,-0.0213,-0.9876,0,,Free-viewing Phase
13,010,5.2021,0.6,15,1.41,342.1,2.26,-0.0091,0.1558,-0.0214,-0.9875,0,,Free-viewing Phase
13,010,5.2237,0.6,15,1.41,342.04,2.27,-0.009,0.1563,-0.0215,-0.9874,0,,Free-viewing Phase
13,010,5.2462,0.64,16,1.41,342.0,2.31,-0.009,0.1567,-0.0218,-0.9874,0,,Free-viewing Phase
13,010,5.2685,0.68,17,1.44,341.95,2.31,-0.0092,0.1571,-0.0219,-0.9873,0,,Free-viewing Phase
13,010,5.2903,0.68,17,1.49,341.92,2.34,-0.0097,0.1574,-0.0222,-0.9872,0,,Free-viewing Phase
13,010,5.3128,0.72,18,1.54,341.92,2.36,-0.01,0.1574,-0.0224,-0.9872,0,,Free-viewing Phase
13,010,5.3351,0.72,18,1.6,341.93,2.4,-0.0105,0.1573,-0.0229,-0.9872,0,,Free-viewing Phase
13,010,5.358,0.76,19,1.67,341.94,2.44,-0.011,0.1572,-0.0233,-0.9872,0,,Free-viewing Phase
